id,work_type
bue65473MF-1,Privte sector
edo51257M-1,Private Sector
m47810RKZ-1,children
s38737DLZN-1,Self-employed
p39060Q-1,Privte sector
gvx56804KTDC-1,NYC DOHMH
mt45099LW-1,Entreprenur
y22221XLA-1,entreprener
f57134Q-1,children
s57609ZKY-1,children
qb6132M-1,children
ikv31600RP-1,Private Sector
g51497QO-1,Freelancer
e48455DQHI-1,private sector
it13049KJP-1,Privte sector
z9079K-1,restaurant owner
z68568V-1,Entrepreneur
dtu72867DJO-1,private sector
yu53121QJO-1,Private
zf33779FJID-1,NYS Office of Mental Health
ie52367OY-1,Privte sector
ng29314CXW-1,NYS OMH
xq18366ITEK-1,entreprener
gwe32522ZC-1,Privte sector
hpx3980QID-1,Private Sector
y5350MDSW-1,Private
n3428ED-1,Restaurant owner
fm62552KVEH-1,children
jtz51085C-1,private sector
n60586MP-1,Private
tir59988UWRN-1,Private Sector
if34122JRFE-1,Privte sector
riv11392P-1,Privte sector
uxg53632TSV-1,Department of Health
nck32202HM-1,private sector
ak52489UDBI-1,private sector
p13374P-1,private sector
f66370KTPZ-1,children
hiv259JCB-1,Privte sector
wqc12092J-1,Private Sector
x38263QNB-1,Privte sector
dho1666Y-1,Department of Health
b48922ZL-1,Private Sector
vy58061JW-1,Self-employed
s50283MUPV-1,Privte sector
jey26605TWVQ-1,private sector
y10396DVS-1,Private
q14695ZD-1,restaurant owner
pi2579CLD-1,Freelancer
jtg71061DUR-1,ALbany Health Department
pv41250FPK-1,private sector
tr53923ZL-1,Private Sector
q54139WCOH-1,private sector
e32430ICED-1,children
knz14928D-1,private sector
pjc32457E-1,Private
lhv59718DJK-1,Private
t4948BQY-1,restaurant owner
nx40870YRDA-1,US Government
hd2218JB-1,private sector
fj57494GQY-1,Self-Employed
tp1534QM-1,Private
yfr69329LXD-1,Private Sector
bih39852IGUC-1,US Govcernment
tau65358J-1,Private
tq36488QUM-1,children
nj55567PG-1,Private
pso33562ZHJ-1,DOHMH
e20006I-1,Private Sector
vjl47696ZKVB-1,private sector
n60117DCT-1,Private Sector
xz5032AVUN-1,Private
agw5780NWP-1,Private Sector
qkj52236CLEY-1,Private
obp59752FI-1,Privte sector
vn47005SKQ-1,private sector
lp4750LI-1,private sector
h65127FOA-1,Privte sector
e4498RIW-1,Privte sector
mow32203HFO-1,Self-employed
iu27436K-1,children
o34999UW-1,private sector
sgn4213RBN-1,free-lancer
xuq71669KIW-1,Private
jhi36803KBEV-1,Private
ot17725KRY-1,children
g57983WS-1,US Govcernment
bs68089N-1,Privte sector
r3135HMB-1,Self employed
h563N-1,Privte sector
pk19364GP-1,children
v34590N-1,Self-employed
n55459BUQ-1,Private Sector
dik38724ZHGA-1,NYS OMH
jn52968MESU-1,Freelancer
n35716KR-1,Privte sector
tmx51421RSBJ-1,Private Sector
iw72525QI-1,Private
uio33009BUP-1,Entreprenur
b35437W-1,Privte sector
cij37253GCYH-1,Privte sector
p46171NW-1,private sector
lz18143O-1,Freelancer
ga35330VI-1,private sector
wap32127MKER-1,USAID
awf69834ASR-1,USAID
v56311FSAI-1,Privte sector
y13439BKXO-1,Private
lh36366EGT-1,US Govcernment
tkv13111TG-1,Private Sector
i28932XRJW-1,private sector
wsd67521AMHE-1,private sector
hls65688VXFJ-1,children
n58761CPE-1,private sector
il21192WFXT-1,Private
rge72348DOSW-1,Private
bgk1825N-1,Self-Employed
gif25674KMJ-1,Private Sector
go33035MW-1,private sector
fya54297IMQ-1,Private Sector
sdc9122WB-1,Privte sector
je1218Z-1,Privte sector
m57210XFQR-1,Private Sector
wl37096ZKUG-1,children
f38243Y-1,Private
otp17198GB-1,children
n70884BVK-1,Privte sector
eqh51809HSJ-1,Entreprenur
szi40602XUB-1,Privte sector
sx65116L-1,Self employed
z70455MKWC-1,DoHMH
c41618B-1,Privte sector
j21209NBHI-1,children
zj26103EZT-1,private sector
om10436C-1,Private
ghr16550H-1,US Government
tr17697CE-1,USAID
dbl10744FVY-1,Albany Health Dept
c7799JXE-1,Self-employed
zn57183WG-1,children
lv121N-1,Privte sector
vhx32604A-1,Entrepreneur
n49883G-1,Private
ch68242JUF-1,private sector
bv33726O-1,children
g56255K-1,Private
b46455OX-1,private sector
hvo13270VEAU-1,US Govcernment
ik38067ABZY-1,Private Sector
xt9160DMRE-1,private sector
d52843CGJ-1,Private
val67343JY-1,Private Sector
kc50805FV-1,private sector
gik10826XDTY-1,Self-employed
czr60358W-1,Privte sector
c72231F-1,Self-employed
r58586WHCK-1,Freelancer
bzx50499KSI-1,Privte sector
vbq18986Q-1,Self-employed
c51177LXA-1,Privte sector
vps575S-1,children
qp47321MDIR-1,private sector
o7754Q-1,Freelancer
w66270ZPRN-1,Private
qn2814NV-1,US Government
tbc52847FVPU-1,private sector
xap60235S-1,Private Sector
tsj10981ZWL-1,children
x62833KV-1,children
zvw26267C-1,Entreprenur
of69918WBR-1,private sector
m44927S-1,US Government
qes20169TBN-1,private sector
gw31481VBLJ-1,children
jv27721NL-1,Private
rgo71419IT-1,children
u25642IJ-1,Private Sector
q31932U-1,children
rel13629ZYAJ-1,children
g38258TY-1,Privte sector
py70602HZB-1,Private Sector
v60056ESTD-1,Private
h31156UTP-1,Private Sector
xb69643AD-1,Privte sector
tba23171S-1,private sector
vqc42309U-1,Private Sector
yqa2877ECWM-1,Private
igd37011ZFKL-1,Private
n355Z-1,children
flg53252RO-1,restaurant owner
ac3553PLN-1,DoHMH
ps72178DL-1,children
s11817HQF-1,ALbany Health Department
zwx26468AEVW-1,DoHMH
om13176EB-1,Private Sector
as67032CO-1,US Govcernment
py39784XDB-1,Restaurant owner
at56156RFH-1,Private Sector
ufp15230A-1,children
q25218RHJY-1,NYC DOHMH
f39637QI-1,Private
n26777HRWJ-1,Privte sector
frs60533RCG-1,private sector
sg44375IGYF-1,Freelancer
al49848MZPO-1,Privte sector
e65413Q-1,Private
r31161ST-1,USAID
up61787F-1,Self employed
xv53482GOU-1,Self-Employed
zv71387RUAY-1,Albany Health Dept
xai7577IFA-1,children
lp34400JOP-1,Self-Employed
v45175E-1,private sector
owv71192BJK-1,children
cn26997HX-1,private sector
krx33532HC-1,private sector
jz33704RFV-1,Private
dk51897G-1,Privte sector
x43016OBR-1,children
zt3370MH-1,Private Sector
j39984IGAY-1,Albany Health Dept
den59232ITS-1,Freelancer
ar57896UMJC-1,Privte sector
uxp21917Y-1,Department of Health
ms66435VR-1,Private Sector
j3442UPJ-1,Self-Employed
hzx48064GC-1,children
fw13358ON-1,Entreprenur
z64986JO-1,Private
k6032EZ-1,Entreprenur
nv52924VKBM-1,private sector
l69979CZ-1,Self-Employed
dx50489TBA-1,NYS OMH
pg20094ZJ-1,Private
r16618EX-1,Private
fv63280M-1,Privte sector
xb14551ZY-1,Private Sector
bq22098PJL-1,entreprener
mr17771M-1,US Govcernment
aic11803HOBW-1,Private Sector
as34356Z-1,Private Sector
gv26528KL-1,Private Sector
ufx51554PB-1,Private
o2296FDB-1,Freelancer
t10624LVB-1,Private Sector
ao1681N-1,Privte sector
x36375NWYZ-1,Private Sector
ngs8117K-1,private sector
lhj49849CLB-1,Private Sector
fw19436XBCP-1,Private Sector
zh10523D-1,Private
tle39322NRLG-1,Private Sector
ick53265DIEP-1,free-lancer
oh40379Z-1,Private Sector
aj66841ZJW-1,Private Sector
ojc38900IH-1,Private Sector
ah18180ZBM-1,children
p1183S-1,Private
vyx22964AE-1,NYS OMH
vpd64597G-1,private sector
ljv23893JV-1,Private
hs51564JAMB-1,NYS OMH
a14410D-1,NYC DOHMH
vm4964RXYJ-1,Privte sector
z15020MRGY-1,USAID
aj27380HGPD-1,Privte sector
vo21523A-1,NYS Office of Mental Health
jt8819CJ-1,US Government
sv68408O-1,Private
xr8976CO-1,Private
yu22290HV-1,private sector
db7700UXW-1,Private
h40503TU-1,private sector
ihc47917E-1,Private
pwh30303J-1,Private
p63864OBXU-1,Privte sector
rb24177TR-1,Private
joe57274G-1,childcare
l37213TUM-1,free-lancer
v59992NM-1,restaurant owner
lu27382QE-1,DOHMH
xf61017VP-1,children
c61699NQWZ-1,Private
ze14489MDPG-1,Restaurant owner
i54053FQ-1,Private Sector
jps38348CE-1,Private Sector
f17668TAV-1,entreprener
to11792XSL-1,Private
sf22917JFL-1,Private Sector
r36204EGVJ-1,children
sq49554C-1,Private Sector
khw72594E-1,Private
j28027W-1,ALbany Health Department
cz54177RJV-1,Department of Health
c32602WI-1,Entreprenur
flj1213CQ-1,Self-employed
t21534X-1,Private Sector
dsz6852WNS-1,Self employed
axv3379KYI-1,private sector
gmb41146WJ-1,Private Sector
xue20391BLEH-1,ALbany Health Department
chr69379MUVN-1,Entreprenur
x34778RGZ-1,Privte sector
c49270KJ-1,private sector
mk55407UFAV-1,Private Sector
b36744V-1,Self employed
sv26603NMZ-1,entreprener
nb71414MZP-1,children
cdg14517IU-1,private sector
efi69050C-1,Privte sector
lo52080XFOZ-1,Privte sector
oec27493IQE-1,Private
az6295VT-1,ALbany Health Department
szd20375YM-1,Private Sector
di29017UTIS-1,children
bm56635KBP-1,Self-Employed
vdu4280QTWN-1,US Government
pw22896L-1,Private Sector
fd70297AQJD-1,Private
pm47776N-1,DoHMH
p53141QV-1,Privte sector
vw16145X-1,children
cif41593PYOQ-1,Restaurant owner
e50651EVSU-1,private sector
zhf11111SMJU-1,NYS OMH
n15803MAB-1,Private Sector
rjk71597AGMT-1,private sector
zou22804UJR-1,Private
klg64498P-1,Private Sector
bnw41182E-1,Private Sector
ft56606KDT-1,free-lancer
kj36958N-1,Privte sector
jme14877YSL-1,children
pn65988Y-1,Privte sector
ary50001CYW-1,NYC DOHMH
vaz27034V-1,Department of Health
jnm8950UEW-1,Private Sector
wer31850LDS-1,private sector
cvl14288OIFU-1,Private Sector
e3180D-1,USAID
f13899VC-1,Private
wen23730HRDP-1,restaurant owner
wne6011YPAR-1,children
anr14376WQL-1,Privte sector
fhx22052F-1,Self-Employed
dr24836M-1,Privte sector
fuq11861HGF-1,entreprener
j25613GNPB-1,Private Sector
lr71496EYD-1,Private
g24074KO-1,children
eb44937I-1,DoHMH
tp72082ZQKL-1,Restaurant owner
vdr53271PWCU-1,Private Sector
jzt34077HYK-1,NYC DOHMH
p42330DZEH-1,Private Sector
rt69487ZOXR-1,Entreprenur
zcs70973VMBC-1,DOHMH
cd44986ZWL-1,Self-Employed
p2633WR-1,Private Sector
om21834M-1,Private Sector
om49196JCFM-1,Private
in22939ZW-1,Private
ovm55400GTL-1,children
om30870FTS-1,children
tr247D-1,private sector
yl7979B-1,Private
kf56189IMU-1,DOHMH
ndi3984S-1,Private Sector
h49753YW-1,Freelancer
ykb71719NL-1,USAID
l11313ZHY-1,Private Sector
q38070ZX-1,Private Sector
mjo50455I-1,entreprener
tzv31766FPTC-1,Private Sector
ix24245M-1,Privte sector
nby50726IQAP-1,Private Sector
l29955CWXU-1,children
vi64742JKD-1,Restaurant owner
qa48518HXL-1,Self-Employed
ufc42999ULY-1,Privte sector
ebr71447TBM-1,private sector
udn61437UFT-1,DoHMH
jfd50428V-1,children
vac8816OI-1,Privte sector
kmi49556LIX-1,NYC DOHMH
dg67654HKZP-1,children
xhr21989MTQ-1,Private
ye46434PH-1,ALbany Health Department
gb3205A-1,entreprener
o68692HRB-1,Privte sector
gwy44531J-1,Private
wa70392ME-1,Privte sector
giz37025GV-1,children
f68965AFC-1,private sector
md53843UPRB-1,children
oim5236HL-1,Private Sector
q32110PFH-1,children
r17893VN-1,Freelancer
p65794DVI-1,Privte sector
lx65955VXKI-1,Privte sector
iq53924NKBJ-1,children
wmx70674VKJ-1,Entreprenur
w56410D-1,children
prh9955BP-1,Private Sector
aj8410WQZ-1,children
h46854OEY-1,children
u8168US-1,private sector
ke30405MLG-1,Private Sector
tkb1301NCYM-1,Restaurant owner
yew42348YIM-1,Self-Employed
pv38560OUSQ-1,Privte sector
kix48129LCFB-1,Private Sector
yb10511LH-1,children
hk42481MCDK-1,private sector
zt59872UW-1,Private
o56282SN-1,Private
z6540SC-1,private sector
vi31378PSQH-1,restaurant owner
et32317MTB-1,Privte sector
pl9948M-1,children
rz35182NYW-1,US Government
t5655AN-1,children
qk51762SG-1,Privte sector
fuq68193U-1,free-lancer
dtm49459OWZ-1,children
klt54776FH-1,Privte sector
h45701F-1,Self employed
rpb7953PZ-1,Private Sector
t65508MCEZ-1,Albany Health Dept
xw68539I-1,Privte sector
pdn12022X-1,NYC DOHMH
t3348PTS-1,Privte sector
w58466VWHT-1,private sector
hz50434JXB-1,NYS OMH
q49974ZC-1,Private
c54574OLCZ-1,Private
qtf39342OG-1,private sector
nl2972VHMD-1,US Govcernment
h32717G-1,children
m14063IRC-1,Self-Employed
zrm71724QY-1,Private
wf4753YL-1,Entreprenur
ub62076Q-1,private sector
xuv6665ZI-1,Private
fi51385ETH-1,Private
g66973FW-1,Private Sector
c59671XWUE-1,Private Sector
uvy3946MTDF-1,Private
qpj17623PL-1,Restaurant owner
b50644BCA-1,Private
vcz54294KD-1,US Government
wlh46767FLIZ-1,children
ui12911XFLH-1,Private
qg16109Y-1,Privte sector
sp47499J-1,DoHMH
cow8790LXFY-1,private sector
ue11259R-1,Private
mw12003GU-1,Private Sector
r71099C-1,restaurant owner
x62090VJDX-1,Self-employed
uw10138JQR-1,private sector
tr71424YPFZ-1,Self-employed
ntq44759ZAIR-1,Privte sector
zdf21953P-1,Private
fz52234A-1,NYS OMH
giq46461JUK-1,Private Sector
x6973KYAM-1,children
gl5068VJN-1,Privte sector
r65277T-1,Self employed
w52679V-1,restaurant owner
ep36728RFPH-1,Private
etr46797IE-1,Privte sector
ub63898BTWK-1,Privte sector
w11371S-1,children
a13155J-1,NYS OMH
s27125EIO-1,Private
js15383Q-1,Private
pb19828A-1,Private
aol6289J-1,children
pnm44243DJ-1,Private Sector
dez40167UJO-1,DOHMH
n38078QWFE-1,Private Sector
d34257E-1,DoHMH
i21653P-1,children
xwy63764ZWBS-1,private sector
aib22194YVH-1,Private Sector
r16010Y-1,Privte sector
x5074TXO-1,Privte sector
auj10243FOIP-1,US Govcernment
n52588KEW-1,Privte sector
rk56996UZHY-1,Private Sector
b28315PTW-1,Privte sector
h15104ZMI-1,Private Sector
e26604VAW-1,Private
mph27916KBQU-1,Privte sector
mfk60249RJGP-1,Privte sector
so45787PC-1,children
rdt65526T-1,Privte sector
vtr72354APT-1,free-lancer
t38938SR-1,Private
i39017C-1,US Government
h13219PQAI-1,children
vbz3003RNCS-1,Albany Health Dept
d34543FD-1,Self employed
h21762JO-1,children
t22003AXF-1,Private Sector
a6731HVPN-1,Private
hv19032CUTP-1,Private Sector
p55370OUQ-1,Privte sector
jc57288DF-1,Private
lm31925OGCS-1,Private
u8264NC-1,Self-Employed
osy448TDSH-1,Private
f38783WTLU-1,restaurant owner
aw45961AIJ-1,Privte sector
sv27518Q-1,entreprener
lno51106MKJ-1,children
s42251V-1,free-lancer
q33115EWQ-1,Private Sector
kpf31701WO-1,Privte sector
nr21661QVAJ-1,NYC DOHMH
b18837BU-1,children
mp57777U-1,Freelancer
fq62610XVL-1,Private
uei2730ZVPN-1,Private
ynj51116BNFO-1,Self-Employed
auw22607CNS-1,private sector
f11595UPLR-1,private sector
xft24355W-1,children
s32563CEBQ-1,USAID
dur18266NWH-1,Privte sector
j60088OUGQ-1,Self-employed
ldn14912JRXF-1,Private Sector
ovc49939O-1,restaurant owner
tea64534VASQ-1,Private
xd62914UBRF-1,private sector
ua4297WD-1,NYS Office of Mental Health
my20399MUF-1,Private Sector
h1112PXS-1,private sector
hf13276EYJ-1,Private Sector
w1260PJ-1,Albany Health Dept
rs40509YZ-1,Private Sector
bg15241SXH-1,NYS OMH
pvq31344VAOE-1,restaurant owner
vn55169D-1,Privte sector
ruq55740D-1,children
ut62513TR-1,private sector
rgu18040WC-1,US Government
qj10374XI-1,Private
z37209A-1,children
yqv62306WV-1,Freelancer
eo54101RFNC-1,Freelancer
o12259L-1,Privte sector
og37634YPWK-1,children
xra22548BG-1,Privte sector
y65407JB-1,Entrepreneur
q50723GW-1,Private Sector
p20890LEWJ-1,Privte sector
vks52472KBZ-1,children
mk42859J-1,Privte sector
a3167QODV-1,Privte sector
yig56469ES-1,private sector
p23851UYTR-1,Private
mn30571SX-1,DOHMH
hlj67786ULB-1,children
kab41404SP-1,Privte sector
bce33960DQW-1,Self-Employed
hp70833QB-1,private sector
fih65731F-1,Freelancer
uma57968IQFC-1,children
zg57539CDWP-1,Private Sector
d17745SGXR-1,Freelancer
reg33252JBP-1,private sector
nd69789FDYI-1,Private Sector
wj40076UGJ-1,private sector
z10323F-1,private sector
kve23514ITJ-1,entreprener
kj37395EXNZ-1,Privte sector
yi8240B-1,Private
dl9620UFD-1,NYC DOHMH
r7092DM-1,private sector
vo50216L-1,Entreprenur
fnp59506FQZ-1,private sector
nc43397FN-1,Entrepreneur
i62384U-1,Entreprenur
ti10651RI-1,NYS Office of Mental Health
f69750QG-1,restaurant owner
utp55455C-1,Private
qjl34230HXV-1,Self employed
u65154AXLH-1,Privte sector
u36298RB-1,Self-employed
qek13171LDO-1,children
r62983IA-1,Private
zna44834B-1,Privte sector
h67411CQO-1,Privte sector
voe5455BU-1,Private Sector
tav49267XAWZ-1,Private Sector
gs60464AV-1,private sector
a56286COE-1,Private
j5223YQD-1,private sector
t53302LKN-1,Privte sector
fxq59309GZIW-1,Freelancer
dr69824FRCO-1,Private Sector
ecm13173GEK-1,Private
xr52579RMQ-1,entreprener
l59451OZD-1,Privte sector
myh56875G-1,NYC DOHMH
w16774P-1,Self employed
olh61672YK-1,children
nl25811EHJU-1,Private Sector
dtp7780KLIS-1,Restaurant owner
x58149VH-1,Privte sector
zd38742RPLH-1,Privte sector
g29613URA-1,Privte sector
cw20655KON-1,Private
vfu53897TL-1,Private Sector
xd29792CN-1,Private Sector
np15990JSPQ-1,NYC DOHMH
l45112IL-1,NYC DOHMH
sti28385OI-1,Privte sector
ode63423SLY-1,children
o187ICS-1,Private
o18891RCO-1,USAID
fb34657WTD-1,restaurant owner
th40546KLC-1,children
e56755MWNA-1,private sector
sht71097SLTX-1,private sector
t21025XWCE-1,children
az69020IAWB-1,Private
v48883CTH-1,US Government
mlq71297CS-1,Privte sector
muv52216QAJ-1,private sector
mc20421XKL-1,Private Sector
pwr36896R-1,Private Sector
u23535GCEI-1,Self employed
ud1323DNL-1,Private
l47309E-1,children
p34161IW-1,private sector
rq57405HXMK-1,Restaurant owner
ipf15824IMG-1,Private
sz32103SAUR-1,Self-employed
u18205UMW-1,children
g71420DM-1,NYC DOHMH
zg298QW-1,Self-Employed
is15136WZT-1,private sector
un9879ZVUM-1,Privte sector
m68302EW-1,Privte sector
v65507UH-1,Private Sector
wme63949F-1,NYS Office of Mental Health
xh62475UAVE-1,private sector
d35648HAMU-1,Entrepreneur
giy72276POSE-1,Privte sector
ast49661FVN-1,ALbany Health Department
zi31590E-1,Private Sector
t8584OVAC-1,children
u7964ICWD-1,Private Sector
ib25130TZWE-1,Private
pj3531O-1,Private Sector
mu6529XZL-1,Private
eh22272UCV-1,Private
ys40702Y-1,NYS OMH
e1656QWN-1,Private Sector
cyf51988GB-1,Private Sector
t48323OLF-1,NYS Office of Mental Health
kj35155RHDJ-1,Self-employed
e46314DM-1,children
t12906G-1,Self employed
joz24961RAT-1,Privte sector
gl14000RTEN-1,Privte sector
a23047Y-1,Private Sector
zde6827NVHG-1,Private
kl44656SGJ-1,Privte sector
g59801B-1,Private Sector
ye51073KITX-1,Freelancer
ra34966BGEU-1,Self-Employed
pno41122P-1,Privte sector
nsi4449UJD-1,NYC DOHMH
o54726V-1,Private
f1772DG-1,US Govcernment
q4850ETZF-1,Private
gim44886ICUT-1,Self employed
bnp26076LY-1,Entreprenur
ql54962SY-1,Privte sector
cwx1116EIUG-1,US Government
ovd28247S-1,free-lancer
e39563L-1,Private
wb49553LVHB-1,children
j14872GI-1,restaurant owner
o57598V-1,private sector
nqa70022IKG-1,Privte sector
lz70365BIM-1,Private
c57219XG-1,children
olx28344L-1,Private
h50785A-1,Privte sector
p17251QAC-1,Self-Employed
ae48459LHY-1,Restaurant owner
wx68843LNED-1,Private
zuy27523ZNJV-1,Privte sector
u61651MPA-1,Private Sector
ih22877F-1,children
uh52859ACF-1,children
cu55631OSG-1,Private Sector
sy7003K-1,Privte sector
z68447FKMS-1,private sector
tyk13817CEUR-1,Private Sector
d12117VHI-1,children
t40210J-1,restaurant owner
ml23360IPV-1,children
ieu28447SW-1,private sector
jxy72398W-1,Privte sector
n7859NR-1,Privte sector
xa20140GKD-1,NYS Office of Mental Health
vgz46903VB-1,Privte sector
gz61333QJX-1,entreprener
igq7403QXD-1,Private Sector
p69370AI-1,DOHMH
vze43549NUOR-1,private sector
b2903MPFE-1,Private Sector
wv70268V-1,private sector
m11003OGUF-1,Restaurant owner
e61475VCP-1,private sector
l27608IM-1,NYC DOHMH
mu9923BWA-1,private sector
wv28091M-1,NYC DOHMH
re59749M-1,Private
joc8719CLGA-1,children
se58154CW-1,Private
zql31712UGJ-1,Private
k14249MQH-1,children
an30693UL-1,private sector
xs18866IXUM-1,restaurant owner
y36909WTZK-1,free-lancer
m63562E-1,children
jz29352I-1,private sector
jd44024B-1,Privte sector
j24068V-1,private sector
at57602EN-1,children
t16536DW-1,Self-employed
l6639CZKN-1,children
kry6528R-1,NYS Office of Mental Health
z42594DCE-1,DOHMH
n59045H-1,private sector
k31608BYHC-1,children
x47949VD-1,children
i41362QBJ-1,entreprener
qhw18187QJFC-1,Private
a8983QHXV-1,Privte sector
e20098W-1,Entreprenur
l3777PR-1,US Govcernment
w11651YA-1,Private Sector
rog28527ZG-1,Private
gpy63282OT-1,NYS Office of Mental Health
ut37038TU-1,children
vm4528YQ-1,Privte sector
p41665V-1,NYS OMH
wm26539XRD-1,Entrepreneur
e25325R-1,Private Sector
j69462ZU-1,children
sz29816Z-1,Private
vyl47784UHOE-1,children
hex18181N-1,Private Sector
din8614Q-1,free-lancer
ax347U-1,Privte sector
ywu61336YLJG-1,free-lancer
gh27647AMHX-1,restaurant owner
i25676GAB-1,children
ngb65894PIHE-1,children
i2291IMO-1,Freelancer
cyb25630TBE-1,Entreprenur
gyi38575NTU-1,Self employed
fzs29326X-1,Freelancer
tyo59292YZ-1,restaurant owner
am52051UGM-1,entreprener
af64508BCP-1,children
rw36593MK-1,Privte sector
a39834MNJT-1,Private Sector
aht54111G-1,children
it53476PKJ-1,Privte sector
rkq479J-1,private sector
b37237F-1,Private Sector
d5496KRCA-1,Private
zob56075H-1,Privte sector
z46130F-1,Restaurant owner
bw7730T-1,Privte sector
wyp12380ZS-1,US Government
al15324GS-1,Private Sector
m11658GR-1,children
bo22778UH-1,Private
pof4128MC-1,Privte sector
nes36825QI-1,Privte sector
k1454XPNA-1,Private Sector
i12674IVEP-1,Private
fm55375FLM-1,Private
vl3726AYI-1,Privte sector
m48652TP-1,children
guc68657FP-1,children
az17337LDJS-1,children
g44831MO-1,Privte sector
fu68420IUSO-1,children
acw39632BYH-1,Private
m49095PD-1,children
cri46292FJ-1,Private Sector
u43492EW-1,children
ka55766N-1,private sector
bu17740U-1,private sector
xt64189LMR-1,Self employed
eag24202J-1,Private
zs32514PM-1,children
x9866JNV-1,Privte sector
enu54816TL-1,children
s59880VQXG-1,Private Sector
btz20625O-1,Private
zf65969U-1,children
ig56923HQG-1,Private
sr44001PLG-1,Privte sector
ofd51852C-1,children
pd27176FOQU-1,Private Sector
h70874HPWN-1,USAID
y34287DPGU-1,entreprener
s23052ZEU-1,Privte sector
vh67499KS-1,children
iq5380RHB-1,Privte sector
m20154LF-1,Private
gf29546AU-1,US Govcernment
c3718KVT-1,ALbany Health Department
uf43734RG-1,Private Sector
hsc41917U-1,Private
mpa8050HWIM-1,children
fbg44426C-1,private sector
nz34700PCFB-1,Freelancer
mru70230RJGN-1,restaurant owner
nmp68721KXQA-1,Private
y23170E-1,Privte sector
dy5731NUYR-1,Private
qz62791ZSJT-1,Entreprenur
ihu18943DYHR-1,NYS Office of Mental Health
qg45472W-1,Private Sector
d3942SX-1,Private Sector
rb30201PD-1,Privte sector
jk38284QWY-1,children
ufb53552FDG-1,Private Sector
vp59663XMFS-1,private sector
uyf68631X-1,Privte sector
rph49900ZUS-1,children
g18140NVUI-1,Private
brm52340CPLO-1,private sector
cdi2327C-1,private sector
x55137PYC-1,private sector
fl458LFG-1,US Government
mro57044SY-1,private sector
al71548YS-1,Albany Health Dept
k67438S-1,Department of Health
e36524E-1,Privte sector
lm61827JBI-1,Restaurant owner
ml31454X-1,ALbany Health Department
gti15663VJ-1,children
pva4707A-1,Privte sector
u55885N-1,Private
yi47563DL-1,Privte sector
pr63729Y-1,Private Sector
k5286L-1,US Govcernment
zbh29878GL-1,private sector
f42628C-1,Privte sector
wzd5006PX-1,entreprener
xt11250B-1,Self employed
kjm41858O-1,Privte sector
hok15742PCVI-1,children
vla27300SWT-1,children
dj34965X-1,Private
st65748WLGV-1,Privte sector
ljh44635KBCP-1,children
sh72284SQI-1,private sector
dqb20217ON-1,USAID
sbk44259DMIS-1,Private Sector
tzw52668OV-1,Private
nv37446YRPM-1,Private
qrx46895HTFD-1,Private Sector
q57667Y-1,children
umy41962ORL-1,private sector
j25495Y-1,children
l2029IGNS-1,Private Sector
n13993OT-1,Privte sector
bd18876FAML-1,Private
x22865P-1,private sector
ok365CO-1,private sector
qd37631LZQW-1,DoHMH
fgr5500V-1,DOHMH
t53217X-1,Privte sector
ix56712RX-1,children
p10055CRPX-1,USAID
ik4959FE-1,children
daf22155JLOX-1,Privte sector
o22860ANKM-1,Department of Health
emd6960MN-1,US Government
o57209AWI-1,DOHMH
kf66581F-1,Privte sector
ca17347P-1,NYS OMH
ncj58422AJ-1,US Govcernment
ujy19043IGU-1,Private
a52897DAJQ-1,Private
pl16329MX-1,children
bdm40353J-1,Privte sector
jyb56778BHS-1,Private
opm41153KZMN-1,Privte sector
vgd63725VWYC-1,Private Sector
ylj19675X-1,free-lancer
km72784L-1,Private
jry8541FBET-1,DoHMH
tup45565T-1,Privte sector
sz36431HYM-1,USAID
r6171RH-1,children
j29419QAC-1,Private
e65673POU-1,free-lancer
vzf64662ZA-1,Private Sector
s51693L-1,Private Sector
vuf50495DE-1,Private
glt37086ZQD-1,Private Sector
ejv71396I-1,children
rnm27854GW-1,Private Sector
y53759JVPQ-1,entreprener
i14407CNYA-1,Self-Employed
rh887PYD-1,Private Sector
q13328HLST-1,Private Sector
c62507WQPF-1,Private Sector
lnb51797IYSA-1,Private
r61536WA-1,children
uw71221BXI-1,US Government
y6948KRVQ-1,children
md66083BYZ-1,Privte sector
qlb21238FJ-1,Private Sector
x70992FID-1,children
yzp20376AQ-1,entreprener
fon6613OQG-1,children
pn27818F-1,Private
nyd3062DJ-1,entreprener
m11692MBGS-1,Albany Health Dept
opb25070Z-1,NYS Office of Mental Health
hrt39556T-1,Self-employed
q18437Y-1,private sector
lsr59540KT-1,private sector
dsk13857V-1,children
xem57924LRNW-1,US Govcernment
z38069EP-1,Private
znj48871KRX-1,private sector
duo63420U-1,Private Sector
hvm67665UEJA-1,children
sf50638SHD-1,ALbany Health Department
yxf43892MFBC-1,Private Sector
o9335APXL-1,Privte sector
z38830B-1,children
n14019J-1,private sector
pkf65888N-1,children
dm62986V-1,Private
ag61409SLD-1,DoHMH
ak72041F-1,private sector
xu51584UZ-1,private sector
x56476XLM-1,Private Sector
cm51740VO-1,children
gc45983VX-1,private sector
lrn16079TGXQ-1,Privte sector
mdo24920ZHRX-1,ALbany Health Department
jkr72818MKF-1,Private Sector
c65944B-1,Freelancer
t63836CWBM-1,Department of Health
b46729YTD-1,children
h44642S-1,US Government
o70693MZF-1,Privte sector
s54065OKI-1,Private Sector
